656048,6664302,3 R DE SERBIE,
655346,6667922,82 R LOUISE MICHEL,
653335,6664416,6 R LOUIS SEGRET,
654022,6665926,4 AV HENRI LAUDIER,
654022,6665926,4 AV HENRI LAUDIER,
656038,6664982,10 AV PIERRE BEREGOVOY,
655091,6665016,70 R CHARLET,
655106,6665019,70 R CHARLET,
656064,6668794,14 CHE DES GAUTHIERS,
654488,6665433,3 COUR DE LA BUTTE,
655032,6665001,2 IMP MONTPLAISIR,
653507,6663673,4 CHE DE BEL-AIR,
656218,6667621,27 R EDME BOICHE,
653994,6665348,1 R NOTRE DAME,
653401,6664209,59 R JEAN JACQUES ROUSSEAU,
653394,6664215,80 R JEAN JACQUES ROUSSEAU,
653470,6662333,3 R DU CHEMIN NOIR,
654338,6665304,5 PL MARCEL BASCOULARD,
653530,6664425,9 R LOUIS MALLET,
653544,6664414,7 R LOUIS MALLET,
654338,6665304,10 COUR DES AUGUSTINS,
652739,6663778,4 CLOS DU VERGER,
652731,6663783,3 CLOS DU VERGER,
652735,6663775,1 CLOS DU VERGER,
654457,6665311,12 PL SAINT-BONNET,
654304,6668392,9 CHE DES GROSSES PLANTES,
654323,6668377,5 CHE DES GROSSES PLANTES,
654094,6665128,6 R MOYENNE,
654340,6668364,1 CHE DES GROSSES PLANTES,
654317,6668394,10 CHE DES GROSSES PLANTES,
654338,6668377,4 CHE DES GROSSES PLANTES,
654100,6665135,3 R MOYENNE,
654321,6668380,3 CHE DES GROSSES PLANTES,
654342,6668362,1 CHE DES GROSSES PLANTES,
654106,6665123,7 R MOYENNE,
654341,6668363,3 CHE DES GROSSES PLANTES,
653859,6664586,1 COUR DU CHAPEAU ROUGE,
653842,6664567,0 COUR DU CHAPEAU ROUGE,
655477,6664979,24 R DES LAURIERS,
655133,6667375,1 R GAY LUSSAC,
655142,6667702,17 R HENRI MOISSAN,
656264,6664498,42 AV MARCEL SEMBAT,
656184,6666004,36 CHS DE CHAPPE,
653950,6665499,23 AV JEAN JAURES,
655310,6667033,16 R GERARD PHILIPE,
655410,6664877,2 R DES LILAS,
653951,6661985,0 R DE PALENCIA,
653945,6662002,5 R DE PALENCIA,
653427,6665363,3 ENC DES BENEDICTINS,
653416,6665365,2 ENC DES BENEDICTINS,
657173,6665005,133 AV FRANCOIS MITTERRAND,
653406,6665336,7 ENC DES BENEDICTINS,
655172,6664252,26 R MAZAGRAN,
653955,6664392,40 BD LAMARCK,
654716,6664187,2 R DU CHATEAU D'EAU,
656271,6664181,155 ALL NAPOLEON III,
653888,6664588,7 R FLORENTIN LABBE,
656246,6664162,22 ALL NAPOLEON III,
653079,6663938,2 R LAPLACE,
652764,6663116,23 R JOSEPH LE BRIX,
655272,6663101,63 R DE GIONNE,
653292,6664964,0 LE PRADO,
655270,6663771,108 R JEAN BAFFIER,
654505,6665544,94 R EDOUARD VAILLANT,
655286,6663764,153 R JEAN BAFFIER,
654182,6664755,1 R HENRI DUCROT,
654182,6664754,1 R HENRI DUCROT,
654172,6664752,4 R HENRI DUCROT,
654249,6665563,31 R PARMENTIER,
654533,6664460,2035 R JEAN BAFFIER,
654687,6664390,7 R BOURDALOUE,
655846,6666716,125 R DE TURLY,
655846,6666716,125 R DE TURLY,
656284,6662464,2 R ALPHONSE LAVERAN,
655846,6666716,125 R DE TURLY,
654592,6664120,29 R DU CHATEAU D'EAU,
655642,6667740,36 R ALFRED DE MUSSET,
655846,6666716,125 R DE TURLY,
655846,6666716,125 R DE TURLY,
652913,6663741,62 AV MARCEL HAEGELEN,
654897,6666244,2 R DE PARASSY,
653811,6665547,15 IMP DES POULIES,
652697,6663815,1 CLOS DU VERGER,
653943,6665404,10 AV JEAN JAURES,
652709,6663824,1 CLOS DU VERGER,
654252,6668805,30 R DES BLESSANGIS,
653241,6665636,7 CHE DE LA PRAIRIE,
653313,6664573,2 R DE VAUVERT,
654276,6663849,7 R SAINT-OUTRILLE,
654091,6664390,3 ALL RENE MENARD,
654265,6663844,9 R SAINT-OUTRILLE,
655431,6664014,16 R DU CARDINAL CELESTIN DUPONT,
655458,6664034,20 R DU CARDINAL CELESTIN DUPONT,
654675,6664919,18 CRS ANATOLE FRANCE,
654437,6665312,0 HLE SAINT-BONNET,
655724,6664179,9 CHE DE RONDE DE L'ABS,
654402,6666481,14 R CAMILLE DESMOULINS,
653749,6662518,0 R DE MAZIERES,
653749,6662521,121 R DE MAZIERES,
655240,6664352,1 BD AUGER,
655254,6664318,46 BD AUGER,
655258,6664313,46 BD AUGER,
656608,6664302,24 R AGNES SOREL,
656608,6664302,24 R AGNES SOREL,
656608,6664302,24 R AGNES SOREL,
656608,6664302,24 R AGNES SOREL,
656608,6664302,24 R AGNES SOREL,
656608,6664302,24 R AGNES SOREL,
656608,6664302,24 R AGNES SOREL,
653958,6665740,15 R VIEILLE SAINT-AMBROIX,
655413,6666227,13 IMP ARTHUR RIMBAUD,
654164,6665318,37 R MIREBEAU,
654996,6666464,35 R DE PARASSY,
652518,6663873,32 R DU PRESIDENT MAULMONT,
653246,6665501,0 CHE DES VIGNERIES SAINT-GEORGES,
